Sl. No.,Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage,Training
9029,1.166000366,0,8,0,0,-546,0,0,-874,0,0,275,18950,49,0,6648,26,0,5440,24,1
9030,1.225006104,0,8,0,0,-546,0,0,-874,0,0,275,18950,49,0,6648,26,0,5440,24,0
9031,1.272003174,0,8,0,0,-546,0,0,-874,0,0,275,18950,49,0,6648,26,0,5440,24,1
9032,1.333999634,0,8,0,0,-546,0,0,0,14,0,344,18277,47,0,7168,26,0,5440,24,1
9033,1.426002502,0,8,0,0,-546,0,0,0,14,0,344,18277,47,0,7168,26,0,5440,24,1
9034,1.48400116,0,8,0,0,-546,0,0,0,14,0,344,18277,47,0,7168,26,0,5440,24,1
9035,1.552001953,0,8,0,0,-546,0,0,50,16072,49,414,15980,49,0,8390,26,0,5440,24,1
9036,1.584999084,0,8,0,0,-546,0,0,50,16072,49,414,15980,49,0,8390,26,0,5440,24,1
9037,1.629005432,0,8,0,0,-546,0,0,50,16072,49,414,15980,49,0,8390,26,0,5440,24,0
9038,1.687004089,0,8,0,0,-546,0,0,50,16072,49,414,15980,49,0,8390,26,0,5440,24,1
9039,1.742004395,0,8,0,0,-546,0,0,50,16072,49,414,15980,49,0,8390,26,0,5440,24,1
9040,1.787002563,0,8,0,0,-546,0,0,50,16072,49,414,15980,49,0,8390,26,0,5440,24,0
9041,1.900001526,0,8,0,0,-546,0,0,120,15745,46,483,17836,49,0,12430,27,0,3848,24,1
9042,1.955001831,0,8,0,0,-546,0,0,120,15745,46,483,17836,49,0,12430,27,0,3848,24,0
9043,2.035003662,0,8,0,0,-546,0,0,120,15745,46,483,17836,49,0,12430,27,0,3848,24,1
9044,2.07900238,0,8,0,0,-546,0,0,189,14445,46,552,12628,44,0,17866,29,0,5440,24,1
9045,2.132003784,0,8,0,0,-546,0,0,189,14445,46,552,12628,44,0,17866,29,0,5440,24,1
9046,2.187004089,0,8,0,0,-546,0,0,189,14445,46,552,12628,44,0,17866,29,0,5440,24,1
9047,2.242004395,0,8,0,0,-546,0,0,258,18326,49,575,282,3,0,19577,27,0,5440,24,0
9048,2.287002563,0,8,0,0,-546,0,0,258,18326,49,575,282,3,0,19577,27,0,5440,24,1
9049,2.393005371,0,8,0,0,-546,0,0,258,18326,49,575,282,3,0,19577,27,0,5440,24,1
9050,2.435005188,0,8,0,0,-546,0,1,347,25444,98,575,146,2,-9,13136,73,-10,17400,69,1
9051,2.519004822,0,8,0,0,-546,0,1,347,25444,98,575,146,2,-9,13136,73,-10,17400,69,0
9052,2.56300354,0,8,0,0,-546,0,1,347,25444,98,575,146,2,-9,13136,73,-10,17400,69,0
9053,2.652999878,0,8,0,0,-546,0,0,488,9329,90,575,47,1,-75,2408,144,-77,26512,136,0
9054,2.690002441,0,8,0,0,-546,0,0,488,9329,90,575,47,1,-75,2408,144,-77,26512,136,1
9055,2.771003723,0,8,0,0,-546,0,0,488,9329,90,575,47,1,-75,2408,144,-77,26512,136,1
9056,2.824005127,0,8,0,0,-546,0,0,488,9329,90,575,47,1,-75,2408,144,-77,26512,136,0
9057,2.876998901,0,8,0,0,-546,0,0,488,9329,90,575,47,1,-75,2408,144,-77,26512,136,0
9058,2.928001404,0,8,0,0,0,0,0,630,6656,89,575,27,1,-206,2134,211,-209,17274,213,1
9059,2.991004944,0,8,0,0,0,0,0,630,6656,89,575,27,1,-206,2134,211,-209,17274,213,1
9060,3.049003601,0,8,0,0,0,0,0,630,6656,89,575,27,1,-206,2134,211,-209,17274,213,0
9061,3.097000122,0,8,0,0,0,0,0,630,6656,89,575,27,1,-206,2134,211,-209,17274,213,0
9062,3.207000732,0,8,0,1,59,8219,101,754,7599,51,575,15,0,-397,11182,261,-401,8640,269,0
9063,3.269004822,0,8,0,1,59,8219,101,754,7599,51,575,15,0,-397,11182,261,-401,8640,269,1
9064,3.326004028,0,8,0,1,59,8219,101,754,7599,51,575,15,0,-397,11182,261,-401,8640,269,0
9065,3.370002747,0,8,0,0,200,11506,93,782,0,0,575,8,1,-597,8648,215,-601,1358,211,1
9066,3.426002502,0,8,0,0,200,11506,93,782,0,0,575,8,1,-597,8648,215,-601,1358,211,1
9067,3.471000671,0,8,0,0,200,11506,93,782,0,0,575,8,1,-597,8648,215,-601,1358,211,1
9068,3.576004028,0,8,0,0,338,14290,94,782,0,0,575,0,1,-737,27110,147,-739,24974,139,0
9069,3.576004028,0,8,0,0,338,14290,94,782,0,0,575,0,1,-737,27110,147,-739,24974,139,1
9070,3.626998901,0,8,0,0,338,14290,94,782,0,0,575,0,1,-737,27110,147,-739,24974,139,0
9071,3.705001831,0,8,0,0,338,14290,94,782,0,0,575,0,1,-737,27110,147,-739,24974,139,1
9072,3.805000305,0,8,0,0,338,14290,94,782,0,0,575,0,1,-737,27110,147,-739,24974,139,1
9073,3.862998962,0,8,0,0,485,13732,93,782,0,0,575,0,0,-817,32074,73,-818,12640,72,1
9074,3.908004761,0,8,0,0,485,13732,93,782,0,0,575,0,0,-817,32074,73,-818,12640,72,1
9075,4.013999939,0,8,0,0,485,13732,93,782,0,0,575,0,0,-817,32074,73,-818,12640,72,1
9076,4.074005127,0,0,0,0,624,2602,89,782,0,0,575,0,1,-833,15076,27,-833,27062,29,1
9077,4.121002197,0,0,0,0,624,2602,89,782,0,0,575,0,1,-833,15076,27,-833,27062,29,1
9078,4.179000854,0,0,0,0,624,2602,89,782,0,0,575,0,1,-833,15076,27,-833,27062,29,1
9079,4.223999023,0,17,13360,41,762,10477,92,782,0,0,575,0,0,-833,15535,27,-833,23724,31,1
9080,4.334999084,0,17,13360,41,762,10477,92,782,0,0,575,0,0,-833,15535,27,-833,23724,31,0
9081,4.38999939,0,17,13360,41,762,10477,92,782,0,0,575,0,0,-833,15535,27,-833,23724,31,0
9082,4.434005737,0,83,17484,49,891,16836,62,782,0,0,575,4,1,-833,15805,29,-833,21781,29,0
9083,4.48400116,0,83,17484,49,891,16836,62,782,0,0,575,4,1,-833,15805,29,-833,21781,29,0
9084,4.546005249,0,83,17484,49,891,16836,62,782,0,0,575,4,1,-833,15805,29,-833,21781,29,1
9085,4.602005005,0,83,17484,49,891,16836,62,782,0,0,575,4,1,-833,15805,29,-833,21781,29,1
9086,4.696998596,0,153,19227,52,930,720,6,782,0,0,575,7,1,-833,19403,27,-833,12700,27,1
9087,4.753005981,0,153,19227,52,930,720,6,782,0,0,575,7,1,-833,19403,27,-833,12700,27,1
9088,4.800003052,0,153,19227,52,930,720,6,782,0,0,575,7,1,-833,19403,27,-833,12700,27,1
9089,4.857002258,0,153,19227,52,930,720,6,782,0,0,575,7,1,-833,19403,27,-833,12700,27,1
9090,4.959999084,0,218,19839,51,930,416,3,782,0,0,575,0,1,-833,16075,29,-833,6778,26,1
9091,5.004005432,0,218,19839,51,930,416,3,782,0,0,575,0,1,-833,16075,29,-833,6778,26,0
9092,5.064002991,0,218,19839,51,930,416,3,782,0,0,575,0,1,-833,16075,29,-833,6778,26,1
9093,5.111999512,0,218,19839,51,930,416,3,782,0,0,575,0,1,-833,16075,29,-833,6778,26,1
9094,5.164001465,0,287,22644,51,930,291,3,782,0,0,575,0,0,-833,15832,27,-833,2872,26,1
9095,5.26700592,0,287,22644,51,930,291,3,782,0,0,575,0,0,-833,15832,27,-833,2872,26,1
9096,5.311004639,0,287,22644,51,930,291,3,782,0,0,575,0,0,-833,15832,27,-833,2872,26,1
9097,5.361000061,0,357,19061,49,930,178,3,782,0,0,575,8,1,-833,19200,27,-833,6778,26,1
9098,5.418998718,0,357,19061,49,930,178,3,782,0,0,575,8,1,-833,19200,27,-833,6778,26,1
9099,5.51599884,0,357,19061,49,930,178,3,782,0,0,575,8,1,-833,19200,27,-833,6778,26,1
9100,5.569999695,0,424,11544,38,930,142,2,782,0,0,575,9,1,-833,15616,27,-833,7714,26,0
9101,5.631004333,0,424,11544,38,930,142,2,782,0,0,575,9,1,-833,15616,27,-833,7714,26,1
9102,5.679000854,0,424,11544,38,930,142,2,782,0,0,575,9,1,-833,15616,27,-833,7714,26,1
9103,5.741004944,0,475,8277,31,930,61,2,782,0,0,575,9,0,-833,15616,27,-833,10297,26,0
9104,5.777999878,0,475,8277,31,930,61,2,782,0,0,575,9,0,-833,15616,27,-833,10297,26,1
9105,5.833000183,0,475,8277,31,930,61,2,782,0,0,575,9,0,-833,15616,27,-833,10297,26,1
9106,5.934005737,0,475,8277,31,930,61,2,782,0,0,575,9,0,-833,15616,27,-833,10297,26,0
9107,5.989006042,0,475,8277,31,930,61,2,782,0,0,575,9,0,-833,15616,27,-833,10297,26,0
9108,6.043998718,0,487,11780,33,930,47,1,782,0,0,575,12,1,-833,15616,27,-833,10999,26,1
9109,6.147003174,0,487,11780,33,930,47,1,782,0,0,575,12,1,-833,15616,27,-833,10999,26,1
9110,6.191001892,0,487,11780,33,930,47,1,782,0,0,575,12,1,-833,15616,27,-833,10999,26,1
9111,6.25,0,487,11780,33,930,47,1,782,0,0,575,12,1,-833,15616,27,-833,10999,26,0
9112,6.302001953,0,425,17934,49,930,33,1,782,0,0,575,12,1,-833,15616,27,-833,11674,27,1
9113,6.350006104,0,425,17934,49,930,33,1,782,0,0,575,12,1,-833,15616,27,-833,11674,27,1
9114,6.408004761,0,425,17934,49,930,33,1,782,0,0,575,12,1,-833,15616,27,-833,11674,27,1
9115,6.463005066,0,355,20228,51,930,28,1,782,0,0,575,12,1,-833,13824,27,-833,12106,27,1
9116,6.566001892,0,355,20228,51,930,28,1,782,0,0,575,12,1,-833,13824,27,-833,12106,27,1
9117,6.61000061,0,355,20228,51,930,28,1,782,0,0,575,12,1,-833,13824,27,-833,12106,27,1
9118,6.665000916,0,285,17300,50,930,24,1,782,0,0,575,12,1,-833,15184,27,-833,11094,26,1
9119,6.711006165,0,285,17300,50,930,24,1,782,0,0,575,12,1,-833,15184,27,-833,11094,26,1
9120,6.770004272,0,285,17300,50,930,24,1,782,0,0,575,12,1,-833,15184,27,-833,11094,26,1
9121,6.881004333,0,216,20094,50,930,22,1,782,0,0,575,0,1,-833,15184,27,-833,12781,29,1
9122,6.936004639,0,216,20094,50,930,22,1,782,0,0,575,0,1,-833,15184,27,-833,12781,29,1
9123,6.980003357,0,216,20094,50,930,22,1,782,0,0,575,0,1,-833,15184,27,-833,12781,29,0
9124,7.036003113,0,216,20094,50,930,22,1,782,0,0,575,0,1,-833,15184,27,-833,12781,29,1
9125,7.082000732,0,146,19635,51,930,18,1,782,0,0,575,12,1,-833,14860,27,-833,16474,29,1
9126,7.192001343,0,146,19635,51,930,18,1,782,0,0,575,12,1,-833,14860,27,-833,16474,29,1
9127,7.239006042,0,146,19635,51,930,18,1,782,0,0,575,12,1,-833,14860,27,-833,16474,29,0
9128,7.300003052,0,146,19635,51,930,18,1,782,0,0,575,12,1,-833,14860,27,-833,16474,29,1
9129,7.347999573,0,77,19750,50,-25,18963,49,782,0,0,575,15,1,-833,14860,27,-833,13456,29,0
9130,7.402999878,0,77,19750,50,-25,18963,49,782,0,0,575,15,1,-833,14860,27,-833,13456,29,1
9131,7.446998596,0,77,19750,50,-25,18963,49,782,0,0,575,15,1,-833,14860,27,-833,13456,29,0
9132,7.512001038,0,7,17249,47,-96,16008,46,782,0,0,575,15,1,-833,14914,27,-833,14212,27,0
9133,7.621002197,0,7,17249,47,-96,16008,46,782,0,0,575,15,1,-833,14914,27,-833,14212,27,0
9134,7.679000854,0,7,17249,47,-96,16008,46,782,0,0,575,15,1,-833,14914,27,-833,14212,27,1
9135,7.726005554,0,-61,15640,46,-164,21828,50,782,0,0,575,15,1,-833,14644,27,-833,18301,27,1
9136,7.777999878,0,-61,15640,46,-164,21828,50,782,0,0,575,15,1,-833,14644,27,-833,18301,27,1
9137,7.878005981,0,-61,15640,46,-164,21828,50,782,0,0,575,15,1,-833,14644,27,-833,18301,27,1
9138,7.926002502,0,-61,15640,46,-164,21828,50,782,0,0,575,15,1,-833,14644,27,-833,18301,27,1
9139,7.980003357,0,-61,15640,46,-164,21828,50,782,0,0,575,15,1,-833,14644,27,-833,18301,27,0
9140,8.041000366,0,-106,702,6,-235,15925,49,782,0,0,575,15,1,-833,14455,27,-833,15481,29,1
9141,8.097000122,0,-106,702,6,-235,15925,49,782,0,0,575,15,1,-833,14455,27,-833,15481,29,1
9142,8.152000427,0,-106,702,6,-235,15925,49,782,0,0,575,15,1,-833,14455,27,-833,15481,29,1
9143,8.254005432,0,-107,94,1,-306,8057,71,0,4655,19,575,17,1,-832,0,0,-831,3024,3,1
9144,8.311004639,0,-107,94,1,-306,8057,71,0,4655,19,575,17,1,-832,0,0,-831,3024,3,0
9145,8.358001709,0,-107,94,1,-306,8057,71,0,4655,19,575,17,1,-832,0,0,-831,3024,3,0
9146,8.428001404,0,-107,0,0,-443,17898,93,-111,73,88,575,17,1,-784,21248,60,-783,24108,59,1
9147,8.48500061,0,-107,0,0,-443,17898,93,-111,73,88,575,17,1,-784,21248,60,-783,24108,59,1
9148,8.540000916,0,-107,0,0,-443,17898,93,-111,73,88,575,17,1,-784,21248,60,-783,24108,59,0
9149,8.632003784,0,-107,0,0,-443,17898,93,-111,73,88,575,17,1,-784,21248,60,-783,24108,59,1
9150,8.687004089,0,-107,0,0,-583,13546,93,-250,1792,89,575,15,1,-674,26472,123,-672,16986,129,1
9151,8.731002808,0,-107,0,0,-583,13546,93,-250,1792,89,575,15,1,-674,26472,123,-672,16986,129,1
9152,8.787002563,0,-107,0,0,-583,13546,93,-250,1792,89,575,15,1,-674,26472,123,-672,16986,129,0
9153,8.845001221,0,-107,0,0,-712,15180,55,-391,6430,93,575,17,1,-499,8480,192,-497,11712,185,0
9154,8.900001526,0,-107,0,0,-712,15180,55,-391,6430,93,575,17,1,-499,8480,192,-497,11712,185,0
9155,8.955001831,0,-107,0,0,-712,15180,55,-391,6430,93,575,17,1,-499,8480,192,-497,11712,185,1
9156,9.059005737,0,-107,0,0,-712,15180,55,-391,6430,93,575,17,1,-499,8480,192,-497,11712,185,1
9157,9.114006042,0,-107,0,0,-712,15180,55,-391,6430,93,575,17,1,-499,8480,192,-497,11712,185,1
9158,9.159004211,0,-107,0,0,-746,0,0,-530,9532,94,575,17,1,-288,28792,174,-286,1752,175,1
9159,9.217002869,0,-107,0,0,-746,0,0,-530,9532,94,575,17,1,-288,28792,174,-286,1752,175,1
9160,9.316001892,0,-107,0,0,-746,0,0,-530,9532,94,575,17,1,-288,28792,174,-286,1752,175,0
9161,9.372001648,0,-107,0,0,-746,0,0,-677,13762,93,575,17,1,-122,11828,101,-121,27047,105,1
9162,9.42300415,0,-107,0,0,-746,0,0,-677,13762,93,575,17,1,-122,11828,101,-121,27047,105,1
9163,9.46900177,0,-107,0,0,-746,0,0,-677,13762,93,575,17,1,-122,11828,101,-121,27047,105,1
9164,9.527000427,0,-107,0,0,0,0,0,-817,8710,93,575,26,1,-30,31933,41,-29,19328,37,0
9165,9.589004517,0,-107,0,0,0,0,0,-817,8710,93,575,26,1,-30,31933,41,-29,19328,37,1
9166,9.660003662,0,-107,0,0,0,0,0,-817,8710,93,575,26,1,-30,31933,41,-29,19328,37,1
9167,9.713005066,0,-107,0,0,0,0,0,-817,8710,93,575,26,1,-30,31933,41,-29,19328,37,1
9168,9.814002991,0,-107,0,0,0,0,0,-958,6571,93,575,15,1,0,13132,27,0,7168,24,1
9169,9.870002747,0,-107,0,0,0,0,0,-958,6571,93,575,15,1,0,13132,27,0,7168,24,1
9170,9.927001953,0,-107,0,0,0,0,0,-958,6571,93,575,15,1,0,13132,27,0,7168,24,1
9171,9.976005554,0,-107,0,0,0,0,0,-1063,18612,49,-6,14196,39,0,9378,26,0,13018,26,1
9172,10.02000427,0,-107,0,0,0,0,0,-1063,18612,49,-6,14196,39,0,9378,26,0,13018,26,1
9173,10.07800293,0,-107,0,0,0,0,0,-1063,18612,49,-6,14196,39,0,9378,26,0,13018,26,1
9174,10.19300079,0,-107,0,0,0,0,0,-1063,18612,49,-6,14196,39,0,9378,26,0,13018,26,0
9175,10.23900604,0,-107,0,0,0,0,0,-1063,18612,49,-6,14196,39,0,9378,26,0,13018,26,0
9176,10.2970047,0,-107,0,0,0,0,0,-1263,0,0,-426,24837,52,0,9560,27,0,12212,26,1
9177,10.34300232,1,-107,0,0,0,0,0,-1263,0,0,-426,24837,52,0,9560,27,0,12212,26,1
9178,10.38000488,1,-107,0,0,0,0,0,-1263,0,0,-498,16967,47,0,9300,27,0,8752,24,1
9179,10.46200562,1,-107,0,0,0,0,0,-1263,0,0,-498,16967,47,0,9300,27,0,8752,24,1
9180,10.50600433,1,-107,0,0,0,0,0,-1263,0,0,-498,16967,47,0,9300,27,0,8752,24,0
9181,10.6190033,1,-107,0,0,0,0,0,-1263,0,0,-562,27930,57,0,9092,27,0,13537,26,1
9182,10.66300201,1,-107,0,0,0,0,0,-1263,0,0,-562,27930,57,0,9092,27,0,13537,26,1
9183,10.71100616,1,-107,0,0,0,0,0,-1263,0,0,-562,27930,57,0,9092,27,0,13537,26,1
9184,10.76900482,1,-107,0,0,0,0,0,-1263,0,0,-562,27930,57,0,9092,27,0,13537,26,1
9185,10.81900024,1,-107,0,0,0,0,0,-1263,0,0,-562,27930,57,0,9092,27,0,13537,26,1
9186,0,0,9,0,0,-545,0,0,-874,0,0,-10,22935,55,0,5244,26,0,9092,24,1
9187,0.055000305,0,9,0,0,-545,0,0,-874,0,0,-10,22935,55,0,5244,26,0,9092,24,1
9188,0.098999023,0,9,0,0,-545,0,0,-874,0,0,-10,22935,55,0,5244,26,0,9092,24,0
9189,0.154998779,0,9,0,0,-545,0,0,-874,0,0,-10,22935,55,0,5244,26,0,9092,24,1
9190,0.258995056,0,9,0,0,-545,0,0,-874,0,0,-10,22935,55,0,5244,26,0,9092,24,1
9191,0.308998108,0,9,0,0,-545,0,0,-874,0,0,-8,25480,56,0,5712,26,0,664,26,1
9192,0.352996826,0,9,0,0,-545,0,0,-874,0,0,-8,25480,56,0,5712,26,0,664,26,1
9193,0.409996033,0,9,0,0,-545,0,0,-874,0,0,-8,25480,56,0,5712,26,0,664,26,1
9194,0.508995056,0,9,0,0,-545,0,0,-874,0,0,60,21320,52,0,5972,24,0,5440,26,1
9195,0.564994812,0,9,0,0,-545,0,0,-874,0,0,60,21320,52,0,5972,24,0,5440,26,1
9196,0.619995117,0,9,0,0,-545,0,0,-874,0,0,60,21320,52,0,5972,24,0,5440,26,1
9197,0.666000366,0,9,0,0,-545,0,0,-874,0,0,130,16450,51,0,3616,26,0,5872,24,1
9198,0.729995728,0,9,0,0,-545,0,0,-874,0,0,130,16450,51,0,3616,26,0,5872,24,1
9199,0.821998596,0,9,0,0,-545,0,0,-874,0,0,130,16450,51,0,3616,26,0,5872,24,1
9200,0.876998901,0,9,0,0,-545,0,0,-874,0,0,199,25740,55,0,6856,26,0,8624,26,1
9201,0.931999207,0,9,0,0,-545,0,0,-874,0,0,199,25740,55,0,6856,26,0,8624,26,1
9202,0.975997925,0,9,0,0,-545,0,0,-874,0,0,199,25740,55,0,6856,26,0,8624,26,1
9203,1.084999084,0,9,0,0,-545,0,0,-874,0,0,199,25740,55,0,6856,26,0,8624,26,0
9204,1.129997253,0,9,0,0,-545,0,0,-874,0,0,270,18600,50,0,6856,26,0,5440,26,1
9205,1.184997559,0,9,0,0,-545,0,0,-874,0,0,270,18600,50,0,6856,26,0,5440,26,1
9206,1.23500061,0,9,0,0,-545,0,0,-874,0,0,270,18600,50,0,6856,26,0,5440,26,0
9207,1.283996582,0,9,0,0,-545,0,0,-874,0,0,270,18600,50,0,6856,26,0,5440,26,1
9208,1.347000122,0,9,0,0,-545,0,0,-874,0,0,270,18600,50,0,6856,26,0,5440,26,1
9209,1.447998047,0,9,0,0,-545,0,0,0,0,0,336,17202,49,0,7168,26,0,9092,24,1
9210,1.496994019,0,9,0,0,-545,0,0,0,0,0,336,17202,49,0,7168,26,0,9092,24,1
9211,1.543998718,0,9,0,0,-545,0,0,44,17444,50,405,21112,51,0,7974,27,0,5872,24,1
9212,1.601997375,0,9,0,0,-545,0,0,44,17444,50,405,21112,51,0,7974,27,0,5872,24,1
9213,1.70199585,0,9,0,0,-545,0,0,44,17444,50,405,21112,51,0,7974,27,0,5872,24,1
9214,1.756996155,0,9,0,0,-545,0,0,113,16513,49,475,17350,50,0,10418,26,0,8624,26,0
9215,1.805000305,0,9,0,0,-545,0,0,113,16513,49,475,17350,50,0,10418,26,0,8624,26,0
9216,1.86000061,0,9,0,0,-545,0,0,113,16513,49,475,17350,50,0,10418,26,0,8624,26,1
9217,1.93699646,0,9,0,0,-545,0,0,184,13478,47,546,14858,46,0,13618,27,0,5440,26,1
9218,1.962997437,0,9,0,0,-545,0,0,184,13478,47,546,14858,46,0,13618,27,0,5440,26,0
9219,2.07699585,0,9,0,0,-545,0,0,184,13478,47,546,14858,46,0,13618,27,0,5440,26,1
9220,2.120994568,0,9,0,0,-545,0,0,184,13478,47,546,14858,46,0,13618,27,0,5440,26,1
9221,2.175994873,0,9,0,0,-545,0,0,184,13478,47,546,14858,46,0,13618,27,0,5440,26,1
9222,2.273994446,0,9,0,0,-545,0,0,252,14950,46,573,122,1,0,18591,27,0,5440,26,1
9223,2.334999084,0,9,0,0,49,2461,98,746,13514,58,573,0,0,-383,9239,267,-387,31631,266,1
9224,2.377998352,1,9,0,0,49,2461,98,746,13514,58,573,0,0,-383,9239,267,-387,31631,266,1
9225,2.432998657,1,9,0,0,49,2461,98,746,13514,58,573,0,0,-383,9239,267,-387,31631,266,0
9226,2.528999329,1,9,0,0,191,14796,97,782,0,0,573,0,0,-589,29143,213,-591,8456,210,1
9227,2.586997986,1,9,0,0,191,14796,97,782,0,0,573,0,0,-589,29143,213,-591,8456,210,1
9228,2.632995605,1,9,0,0,191,14796,97,782,0,0,573,0,0,-589,29143,213,-591,8456,210,1
9229,2.685997009,1,9,0,0,330,9736,92,782,0,0,573,0,0,-732,31833,142,-733,32758,146,1
9230,2.740997314,1,9,0,0,330,9736,92,782,0,0,573,0,0,-732,31833,142,-733,32758,146,1
9231,2.844993591,1,9,0,0,330,9736,92,782,0,0,573,0,0,-732,31833,142,-733,32758,146,0
9232,2.88999939,1,9,0,0,330,9736,92,782,0,0,573,0,0,-732,31833,142,-733,32758,146,0
9233,2.946998596,1,9,0,0,467,14755,93,782,0,0,573,0,0,-812,14288,80,-813,9305,85,1
9234,3.002998352,1,9,0,0,467,14755,93,782,0,0,573,0,0,-812,14288,80,-813,9305,85,1
9235,3.04699707,1,9,0,0,467,14755,93,782,0,0,573,0,0,-812,14288,80,-813,9305,85,1
9236,3.158996582,1,9,0,0,608,9092,92,782,0,0,573,0,0,-833,14239,27,-833,26504,31,1
9237,3.221000671,1,9,0,0,608,9092,92,782,0,0,573,0,0,-833,14239,27,-833,26504,31,1
9238,3.277999878,1,9,0,0,608,9092,92,782,0,0,573,0,0,-833,14239,27,-833,26504,31,1
9239,3.322998047,1,12,13718,38,750,6748,90,782,0,0,573,0,0,-833,13807,27,-833,23347,31,0
9240,3.384994507,1,12,13718,38,750,6748,90,782,0,0,573,0,0,-833,13807,27,-833,23347,31,1
9241,3.430000305,1,12,13718,38,750,6748,90,782,0,0,573,0,0,-833,13807,27,-833,23347,31,1
9242,3.511993408,1,78,13635,45,884,25970,68,782,0,0,573,0,0,-833,11614,27,-833,27465,29,0
9243,3.593994141,1,78,13635,45,884,25970,68,782,0,0,573,0,0,-833,11614,27,-833,27465,29,1
9244,3.649993896,1,78,13635,45,884,25970,68,782,0,0,573,0,0,-833,11614,27,-833,27465,29,1
9245,3.694999695,1,78,13635,45,884,25970,68,782,0,0,573,0,0,-833,11614,27,-833,27465,29,1
9246,3.75,1,78,13635,45,884,25970,68,782,0,0,573,0,0,-833,11614,27,-833,27465,29,0
9247,3.793998718,1,146,23358,52,932,348,4,782,0,0,573,0,0,-833,11042,27,-833,13807,27,0
9248,3.908996582,1,146,23358,52,932,348,4,782,0,0,573,0,0,-833,11042,27,-833,13807,27,1
9249,3.958000183,1,146,23358,52,932,348,4,782,0,0,573,0,0,-833,11042,27,-833,13807,27,1
9250,4.005996704,1,218,18600,50,932,92,2,782,0,0,573,0,0,-833,12241,26,-833,7896,26,0
9251,4.062995911,1,218,18600,50,932,92,2,782,0,0,573,0,0,-833,12241,26,-833,7896,26,1
9252,4.113998413,1,218,18600,50,932,92,2,782,0,0,573,0,0,-833,12241,26,-833,7896,26,1
9253,4.214996338,1,218,18600,50,932,92,2,782,0,0,573,0,0,-833,12241,26,-833,7896,26,1
9254,4.281997681,1,286,21840,52,932,168,1,782,0,0,573,0,0,-833,11809,27,-833,6232,26,0
9255,4.325996399,1,286,21840,52,932,168,1,782,0,0,573,0,0,-833,11809,27,-833,6232,26,1
9256,4.395996094,1,286,21840,52,932,168,1,782,0,0,573,0,0,-833,11809,27,-833,6232,26,0
9257,4.440994263,1,286,21840,52,932,168,1,782,0,0,573,0,0,-833,11809,27,-833,6232,26,1
9258,4.494995117,1,357,19100,50,932,76,1,782,0,0,573,0,0,-833,10158,26,-833,6778,26,1
9259,4.593994141,1,357,19100,50,932,76,1,782,0,0,573,0,0,-833,10158,26,-833,6778,26,1
9260,4.653999329,1,357,19100,50,932,76,1,782,0,0,573,0,0,-833,10158,26,-833,6778,26,1
9261,4.700996399,1,420,13400,40,932,0,1,782,0,0,573,0,0,-833,9950,26,-833,7714,26,1
9262,4.755996704,1,420,13400,40,932,0,1,782,0,0,573,0,0,-833,9950,26,-833,7714,26,1
9263,4.810997009,1,420,13400,40,932,0,1,782,0,0,573,0,0,-833,9950,26,-833,7714,26,1
9264,4.906997681,1,473,8155,34,932,0,0,782,0,0,573,0,0,-833,9352,26,-833,8286,26,1
9265,4.961997986,1,473,8155,34,932,0,0,782,0,0,573,0,0,-833,9352,26,-833,8286,26,1
9266,5.005996704,1,473,8155,34,932,0,0,782,0,0,573,0,0,-833,9352,26,-833,8286,26,1
9267,5.062995911,1,490,8525,25,932,0,0,782,0,0,573,0,0,-833,9352,26,-833,10567,27,1
9268,5.106994629,1,490,8525,25,932,0,0,782,0,0,573,0,0,-833,9352,26,-833,10567,27,1
9269,5.213996887,1,490,8525,25,932,0,0,782,0,0,573,0,0,-833,9352,26,-833,10567,27,1
9270,5.269996643,1,490,8525,25,932,0,0,782,0,0,573,0,0,-833,9352,26,-833,10567,27,1
9271,5.322998047,1,431,19278,52,932,0,0,782,0,0,573,0,0,-833,9092,24,-833,11134,27,1
9272,5.376998901,1,431,19278,52,932,0,0,782,0,0,573,0,0,-833,9092,24,-833,11134,27,1
9273,5.469993591,1,431,19278,52,932,0,0,782,0,0,573,0,0,-833,9092,24,-833,11134,27,1
9274,5.525993347,1,362,17500,49,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,10366,26,1
9275,5.569999695,1,362,17500,49,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,10366,26,1
9276,5.625,1,362,17500,49,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,10366,26,1
9277,5.676994324,1,362,17500,49,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,10366,26,1
9278,5.754997253,1,362,17500,49,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,10366,26,0
9279,5.798995972,1,291,17748,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,26,1
9280,5.897994995,1,291,17748,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,26,1
